Cod_Archivo,Nombres,Anio,Edad,Plataforma,Juego
PT03,Vassie Smith,2017,43,DS,Lode Runner
PT03,Zina Thompson,2016,21,DS,Freedom Wings
PT03,Aurore Rodriguez,2020,21,PS2,Eureka Seven Vol. 2: The New Vision
PT03,Beth White,2020,29,PS2,Puzzle Challenge: Crosswords and More!
PT03,Channie Wilson,2019,27,PSP,Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri
PT03,Freida Lee,2018,44,PC,The Lord of the Rings: The Battle for Middle-Earth II
PT03,Georganna Jones,2017,41,PS2,Ryu-koku
PT03,Izetta Taylor,2016,34,PS2,GunParade Orchestra: Midori no Shou
PT03,Kathern Moore,2016,35,PSP,Sakura Wars 1 & 2
PT03,Lady Brown,2015,45,PC,Command & Conquer: The First Decade
PT03,Lala Williams,2018,23,PS2,Taito Legends 2
PT03,Lilia Taylor,2017,36,Wii,World Championship Poker featuring Howard Lederer: All In
PT03,Lurana Martin,2020,28,DS,Mar Heaven: Karudea no Akuma
PT03,Mozelle Martinez,2015,18,XB,The King of Fighters NeoWave
PT03,Norine Moore,2016,35,PS2,Last Escort
PT03,Oney Rodriguez,2020,34,PS2,Aria: The Natural ~Tooi Yume no Mirage~
PT03,Clotilde Williams,2017,29,PC,TOCA Race Driver 3
PT03,Nova Williams,2019,34,PSP,Chuugen no Hasha: Sangoku Shouseiden
PT03,Myrna Moore,2016,30,PC,The Sims 2: Happy Holiday Stuff
PT03,Medora Miller,2018,22,PS2,Ruff Trigger: The Vanocore Conspiracy
PT03,Hildur Martin,2017,20,PSP,TalkMan
PT03,Imo Johnson,2020,43,PSP,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator
PT03,Ragna White,2019,25,GBA,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation
PT03,Vinie Jackson,2016,41,PS2,Guitar Freaks V2 & DrumMania V2
PT03,Emmy Davis,2016,36,Wii,Super Fruit Fall
PT03,Hildegarde White,2015,45,PC,The Sims 2: Family Fun Stuff
PT03,Octa Williams,2017,34,PC,Worldwide Soccer Manager 2007
PT03,Aurilla Jones,2015,26,PS2,Uchuu Keiji Tamashii: The Space Sheriff Spirits
PT03,Beula Thomas,2015,29,PC,Tycoon City: New York
PT03,Lera Thomas,2017,45,PS2,Virtua Pro Football
PT03,Macy Brown,2020,18,PS2,The Conveni 4
PT03,Margrett Thompson,2018,40,GBA,The Cheetah Girls
PT03,Melina Miller,2017,22,GBA,Teenage Mutant Ninja Turtles Double Pack
PT03,Pheobe Jackson,2020,25,PS2,Rozen Maiden: Duellwalzer
PT03,Alvira Thompson,2019,41,XB,Rugby 06
PT03,Clella Johnson,2018,26,GBA,Shrek / Shark Tale Game Boy Advance Video
PT03,Cornie Wilson,2016,19,XB,Urban Chaos: Riot Response
PT03,Dorotha Taylor,2018,24,DS,Jinsei Game DS
PT03,Dorthy Lee,2018,44,DS,Style Book: Junior City
PT03,Dosia Williams,2018,20,PSP,Micro Machines V4
PT03,Enid White,2020,43,PS2,Gallop Racer Inbreed
PT03,Essa Garcia,2017,25,PS2,The King of Fighters Collection: The Orochi Saga (JP sales)
PT03,Evelena Jones,2016,26,PS2,Sega Ages 2500 Series Vol. 26: Dynamite Deka
PT03,Genoveva Williams,2017,43,DS,Touch Detective (JP sales)
PT03,Greta Brown,2018,43,PC,Tomb Raider: Legend
PT03,Ica Thompson,2020,20,PS2,Mai-Otome Hime: Otome Butou Shi
PT03,Ilma Miller,2015,42,PS2,Blazing Souls
PT03,Lalla Anderson,2019,27,XB,The Hustle: Detroit Streets
PT03,Lana Brown,2017,27,PS2,Yamasa Digi World SP: Moeyo! Kung Fu Shukujo
PT03,Leonor Davis,2015,33,PS2,NBA 07
PT03,Lolla Brown,2019,32,XB,Rogue Trooper
PT03,Lorna Anderson,2020,22,PSP,Eyeshield 21: Portable Edition
PT03,Vergie Miller,2018,18,PC,Stronghold Legends
PT03,Mossie Thomas,2020,39,PSP,Machi: Unmei no Kousaten
PT03,Manuelita Moore,2020,43,PS2,Pirates: Legend of the Black Buccaneer
PT03,Oline Jones,2015,18,PSP,Aedis Eclipse: Generation of Chaos
PT03,Ima Martin,2015,32,PS2,Franklin: A Birthday Surprise
PT03,Janey Williams,2017,41,DS,Zoids Dash
PT03,Villa Williams,2016,26,XB,Final Fight: Streetwise
PT03,Clytie Brown,2020,45,DS,Clue / Mouse Trap / Perfection / Aggravation
PT03,Ermina Taylor,2019,44,PC,LEGO Star Wars II: The Original Trilogy
PT03,Hertha Martinez,2017,27,PC,Just Cause
PT03,Margaretha Brown,2016,19,PC,Blazing Angels: Squadrons of WWII
PT03,Melanie Jackson,2019,41,GBA,Big Idea's VeggieTales: LarryBoy and the Bad Apple
PT03,Metha Miller,2015,25,XB,Army Men: Major Malfunction
PT03,Pricilla Miller,2020,18,PC,Star Trek: Legacy
PT03,Sigrid Miller,2017,40,PS2,Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu
PT03,Thekla White,2019,43,DS,Brave Story: Boku no Kioku to Negai
PT03,Berniece Davis,2017,27,PS2,Zombie Hunters 2
PT03,Betha Jones,2015,45,DS,Konductra
PT03,Florie Jackson,2018,24,PSP,Platypus
PT03,Hilah Thompson,2017,21,X360,Final Fantasy XI: All-In-One Pack 2006
PT03,Isla Williams,2015,33,PS2,Full House Kiss 2
PT03,Judie Johnson,2019,28,X360,Earth Defense Force 2017 (old JP sales)
PT03,Lethia Jones,2018,31,DS,Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen
PT03,Louisiana Jackson,2020,30,GBA,Games Explosion!
PT03,Rubye Davis,2015,34,PSP,Portable Island: Tenohira Resort
PT03,Silvia Miller,2019,27,DS,Tokyo Friend Park II DS
PT03,Zelpha Davis,2016,32,PSP,Online Chess Kingdoms
PT03,Alwilda Davis,2016,20,XB,Hummer Badlands
PT03,Angele Anderson,2017,32,PSP,Myst
PT03,Verlie Garcia,2016,36,DS,UNO 52
PT03,Zelia Wilson,2018,28,PS2,Just Cause
PT03,Gunda Rodriguez,2020,29,XB,IHRA Drag Racing: Sportsman Edition
PT03,Octavie Garcia,2020,28,PC,Guild Wars: Factions
PT03,Orelia Jackson,2020,21,DS,DEATH NOTE: L o Tsugu Mono
PT03,Retha Williams,2018,20,PS2,Shinseiki Evangelion: Battle Orchestra
PT03,Signe Rodriguez,2018,24,PC,The Settlers: Rise of an Empire
PT03,Anice Miller,2019,44,PSP,World Series of Poker 2008: Battle for the Bracelets
PT03,Carlota Williams,2019,19,PC,Viva Pinata
PT03,Lurline Brown,2018,23,PSP,Chili Con Carnage
PT03,Luz Lee,2016,32,DS,O.M.G. 26 - Our Mini Games
PT03,Opha Garcia,2019,18,PSP,Wangan Midnight Portable
PT03,Ura Martinez,2018,25,PC,SimCity Societies
PT03,Vicie Martinez,2017,29,DS,Bomberman Story DS
PT03,Alwine Jones,2015,41,DS,Backyard NFL Football
PT03,Carmelita Davis,2015,30,DS,NANA: Live Staff Daiboshuu! Shoshinsha Kangei
PT03,Clemma Jones,2016,43,PS2,Zero no Tsukaima: Shou-akuma to Harukaze no Concerto
PT03,Elia Moore,2018,36,PS2,Nanatsuiro * Drops Pure!!
PT03,Eloisa Taylor,2015,42,Wii,G1 Jockey Wii
PT03,Eppie Moore,2015,43,PS2,Wrestle Kingdom 2: Pro Wrestling Sekai Taisen
PT03,Gustie Miller,2019,18,PS2,Ikki Tousen: Shining Dragon
PT03,Hazle Taylor,2015,36,PC,DiRT
PT03,Lu Martinez,2015,31,PSP,Minna no Chizu 2
PT03,Ebba Davis,2015,21,PC,Test Drive Unlimited
PT03,Margarete Davis,2018,22,DS,Interactive Storybook DS Series 3
PT03,Myrle Miller,2017,35,PC,Overlord
PT03,Nadine Davis,2015,28,Wii,Balls of Fury
PT03,Pallie Brown,2020,27,PSP,Warriors of the Lost Empire (JP sales)
PT03,Betsey Thomas,2020,41,PS2,Jissen Pachinko Hisshouhou! CR Sakura Taisen
PT03,Cleta Wilson,2016,28,PS2,Happiness! De-Lucks
PT03,Filomena Wilson,2015,36,PS2,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo
PT03,Orra Rodriguez,2017,35,DS,Disney's Meet the Robinsons
PT03,Arlene Davis,2020,28,PC,Legend: Hand of God
PT03,Margretta Lee,2017,35,PSP,The Fast and the Furious
PT03,Pairlee Jones,2019,38,PSP,Puyo Puyo! 15th Anniversary
PT03,Zana Anderson,2016,29,DS,Tengen Toppa Gurren-Lagann
PT03,Francies Taylor,2020,31,Wii,Jinsei Game Wii
PT03,Marjory Martin,2018,24,PS2,Meitantei Evangelion
PT03,Roxana Martin,2018,43,PC,Spider-Man 3
PT03,Cressie Moore,2020,30,DS,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri
PT03,Erla White,2019,26,PS2,Super PickUps
PT03,Herma Anderson,2016,21,PSP,Puzzle Quest: Challenge of the Warlords
PT03,Oliva Brown,2018,21,DS,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa
PT03,Rosalind Garcia,2016,29,PC,Hellgate: London
PT03,Chessie Wilson,2019,38,DS,Chicken Hunter
PT03,Daphne White,2018,38,Wii,Pippa Funnell: Ranch Rescue
PT03,Lulah Anderson,2019,28,DS,B-17: Fortress in the Sky
PT03,Marvel Anderson,2020,42,PS2,Winning Post 7: Maximum 2007
PT03,Monnie Martinez,2018,21,X360,Worms
PT03,Noemie Garcia,2019,23,DS,Nervous Brickdown
PT03,Gregoria Martin,2018,31,DS,Spanish for Everyone!
PT03,Josefina Jackson,2016,23,PC,UFO: Trilogy
PT03,Fleeta Lee,2018,25,PSP,AIR
PT03,Madaline Thomas,2019,24,PS2,Katekyoo Hitman Reborn! Dream Hyper Battle!
PT03,Hildred Thompson,2015,23,PS2,Elvandia Story
PT03,Sibbie Thompson,2020,45,PS2,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!
PT03,Verena Martin,2019,35,PS2,Guitar Freaks V3 & DrumMania V3
PT03,Bernardine Davis,2018,43,PSP,Snow Portable
PT03,Gerda Taylor,2018,18,PS2,Guitar Freaks & DrumMania: Masterpiece Gold
PT03,Hazelle Wilson,2017,30,PS2,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales)
PT03,Nobie Garcia,2017,33,DS,Garfield's Nightmare
PT03,Reva Martin,2017,36,PS2,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection
PT03,Vonnie Thomas,2020,20,PS2,Arabians Lost: The Engagement on Desert
PT03,Ethie Lee,2018,20,DS,Gakken DS: Shin TOEIC Test Kanzen Kouryaku
PT03,Jessye Taylor,2017,30,PSP,Puzzle Guzzle
PT03,Jetta Lee,2015,18,Wii,Myth Makers: Super Kart GP
PT03,Signa White,2017,29,DS,Frisbee Disc Freestyle / Frisbee Disc Golf
PT03,Delcie Martin,2017,27,PS2,"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere"
PT03,Hildegard Anderson,2018,27,PS2,Bakumatsu Renka: Karyuu Kenshi-den
PT03,Treva Rodriguez,2019,39,Wii,Haneru no Tobira Wii: Girigirissu
PT03,Violette Garcia,2020,44,DS,NEVES
PT03,Sylva Williams,2017,26,DS,Balls of Fury
PT03,Twila Martinez,2019,27,DS,Kabushiki Baibai Trainer: Kabutore! Next
PT03,Concetta Garcia,2017,31,PS2,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock
PT03,Idabelle Taylor,2018,24,GBA,Cabbage Patch Kids: The Patch Puppy Rescue
PT03,Lulla Wilson,2017,19,PS2,Amagoushi no Yakata
PT03,Mira Martinez,2019,29,DS,Cookie & Cream
PT03,Nila Wilson,2017,34,DS,Let's Yoga!
PT03,Olar Moore,2015,25,PS2,Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne
PT03,Velva Moore,2015,34,PSP,Cube
PT03,Yvonne Jones,2017,33,PS2,Shinseiki GPX Cyber Formula: Road To The INFINITY 4
PT03,Evia Rodriguez,2020,34,DS,Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense
PT03,Willia Martinez,2018,21,PC,Gears of War
PT03,Dortha Moore,2015,23,Wii,Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen
PT03,Else Rodriguez,2017,42,DS,Let's Pilates!
PT03,Freeda Martin,2018,21,PS2,Memories Off #5: Encore
PT03,Versa Rodriguez,2017,44,PS2,Busou Renkin: Youkoso Papillon Park e
PT03,Ilah Taylor,2017,23,PC,FIFA Soccer 08
PT03,Maurine Lee,2017,22,DS,Zoey 101: Field Trip Fiasco
PT03,Vernice Lee,2017,40,PS3,Winning Post 7: Maximum 2007
PT03,Elmyra Thompson,2015,37,Wii,Monster Trux Offroad
PT03,Madelyn Thomas,2017,23,PS2,Shinkyoku Soukai Polyphonica
PT03,Cannie Thomas,2017,30,DS,San Goku Shi DS 2
PT03,Carmella Martin,2015,45,PC,Enemy Territory: Quake Wars
PT03,Cliffie White,2020,27,DC,Triggerheart Exelica
PT03,Ever Martinez,2017,40,PS2,Tennis no Oji-Sama: Card Hunter
PT03,Leafy Wilson,2019,23,DS,Race Driver: Create & Race
PT03,Olinda Anderson,2016,21,DS,Pippa Funnell 2: Farm Adventures
PT03,Virdie Wilson,2018,23,PS2,Pachinko Kaou: Misora Hibari
PT03,Allena Rodriguez,2015,24,DS,Drone Tactics
PT03,Clotilda Moore,2016,40,PC,Ship Simulator 2008
PT03,Elida Anderson,2015,42,PS2,Ouran Koukou Host Bu
PT03,Elvera Wilson,2019,20,DS,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival
PT03,Fae White,2015,43,PC,Warhammer Online: Age of Reckoning
PT03,Josefita Thomas,2018,37,PSP,Ikki Tousen: Eloquent Fist
PT03,Lurena White,2016,34,DS,Pony Luv
PT03,Versie Thompson,2019,27,PSP,Vantage Master Portable
PT03,Vivien Thompson,2018,21,DS,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni"
PT03,Melba Anderson,2018,27,PC,Europa Universalis III Complete
PT03,Alline White,2015,36,PC,Tom Clancy's Rainbow Six: Vegas 2
PT03,Elfreda Thompson,2020,34,Wii,George of the Jungle and the Search for the Secret
PT03,Verla Jackson,2019,24,Wii,Mesaze!! Tsuri Master: Sekai ni Challenge! Hen
PT03,Ouida Moore,2016,28,PC,Brothers in Arms: Hell's Highway
PT03,Flonnie Thompson,2019,36,PC,Stronghold Crusader Extreme
PT03,Palma Jackson,2019,24,PC,Kung Fu Panda
PT03,Consuelo Davis,2017,26,DS,Major Dream: Major DS Dream Baseball
PT03,Lorine Wilson,2018,25,PS2,Aria: The Origination ~Aoi Wakusei no El Cielo~
PT03,Venus Taylor,2020,38,Wii,Cocoto Magic Circus
PT03,Hasel Jackson,2019,19,Wii,Line Rider 2: Unbound
PT03,Noma Taylor,2019,42,PC,Left 4 Dead
PT03,Virgia Rodriguez,2020,19,PS2,Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki
PT03,Alleen Lee,2020,39,Wii,Kawasaki Jet Ski
PT03,Mavis Anderson,2019,26,PC,Frontlines: Fuel of War
PT03,Nelda Lee,2018,33,PS2,D.Gray-man: Sousha no Shikaku
PT03,Trilby Taylor,2017,30,PS2,School Days LxH
PT03,Adel Anderson,2019,45,PC,Mount & Blade
PT03,Buelah White,2015,33,PC,Mata Hari: Betrayal is only a Kiss Away
PT03,Milda Jackson,2020,25,DS,Akai Ito DS
PT03,Velda Thompson,2020,44,PC,FIFA Soccer 09
PT03,Bernetta Jackson,2017,27,PC,So Blonde
PT03,Neoma Moore,2016,18,PS2,Koisuru Otome to Shugo no Tate: The Shield of AIGIS
PT03,Gaynell Thomas,2019,44,DS,Casper's Scare School: Classroom Capers
PT03,Laurette Jackson,2019,41,DS,Tennis no Oji-Sama: Driving Smash! Side King
PT03,Coletta Thomas,2017,31,PC,Command & Conquer 3: Deluxe Edition
PT03,Zela Martin,2018,21,DS,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu
PT03,Zeta Martin,2018,43,PC,Spider-Man: Web of Shadows
PT03,Manila Moore,2015,19,PSP,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto
PT03,Manilla Anderson,2019,23,DS,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore
PT03,Cuba Thomas,2017,37,DS,Jake Hunter: Detective Chronicles
PT03,Earline Jackson,2018,30,PS2,Final Approach 2: 1st Priority
PT03,Vlasta Thompson,2019,38,PC,The Lord of the Rings Online: Mines of Moria
PT03,Jacqueline Taylor,2015,19,DS,Commando: Steel Disaster
PT03,Onnie White,2020,18,Wii,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii
PT03,Vara Thompson,2018,44,Wii,Daikaijuu Battle: Ultra Coliseum
PT03,Alena Thomas,2017,39,PSP,Minna de Dokusho: Keatai Shousetsu Desu
PT03,Ilo Thompson,2016,41,DS,Polar Bowler
PT03,Imelda Jackson,2019,38,DS,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou
PT03,Ardis Wilson,2017,23,DS,Mushishi: Amefuru Sato
PT03,Delores White,2016,27,PS2,Backyard Baseball '09
PT03,Irva Martin,2017,35,PSP,Zwei!!
PT03,Gwen Garcia,2015,19,PC,Littlest Pet Shop
PT03,Tomasa Taylor,2017,41,DS,Defendin' De Penguin
PT03,Veta Lee,2016,43,PS2,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection
PT03,Berneice Rodriguez,2015,27,PC,NHL 09
PT03,Lempi Moore,2016,27,Wii,Ten Pin Alley 2
PT03,Eathel Thomas,2017,24,PSP,Coded Soul: Uke Keigareshi Idea
PT03,Marybelle Lee,2019,25,PC,Crysis: Warhead
PT03,Chrystal Martinez,2016,25,PS2,Aoishiro
PT03,Elvia Lee,2019,32,PC,"Warhammer 40,000: Dawn of War: Soulstorm"
PT03,Ilene Thompson,2018,20,DS,Mary King's Riding School
PT03,Margarite Jackson,2018,22,PSP,PC Engine Best Collection: Tengai Makyou Collection
PT03,Marianne Garcia,2017,21,DS,Dreamer Series: Horse Trainer
PT03,Odette Moore,2015,44,DS,Chrysler Classic Racing
PT03,Antonina White,2017,25,PS2,Prism Ark: Awake
PT03,Delsie Jackson,2018,42,PC,Legendary
PT03,Portia Lee,2020,41,PC,Pirates of the Burning Sea
PT03,Reatha White,2015,19,DS,Bomberman 2
PT03,Aleen Rodriguez,2017,26,PC,Peggle Nights
PT03,Almeta Martinez,2016,39,PC,Command & Conquer 3: Kane's Wrath
PT03,Lilyan Lee,2016,44,PC,Agatha Christie: Death on the Nile
PT03,Jaunita Martinez,2019,45,PS2,Iridium Runners
PT03,Luvinia Garcia,2017,38,Wii,Emergency Mayhem
PT03,Alvera Martin,2020,34,PS2,Katekyoo Hitman Reborn! Kindan no Yami no Delta
PT03,Allean Rodriguez,2017,27,DS,Barnyard Blast: Swine of the Night
PT03,Dagny Martinez,2016,45,DS,Moe Star: Moeru Toudai Eigojuku
PT03,Leoma Garcia,2015,29,DS,Ketsui Death Label
PT03,Oleta Jackson,2018,41,PC,Lost: Via Domus
PT03,Trula Garcia,2017,28,DS,Otometeki Koi Kakumei * Love Revo!! DS
PT03,Ethyle Martinez,2020,23,DS,Uchi no 3 Shimai DS
