Cod_Archivo,Nombres,Anio,Edad,Plataforma,Juego
PT02,Hiroshi Taylor,2018,43,X360,Fist of the North Star: Ken's Rage 2
PT02,Arlin Martin,2017,23,3DS,Dynasty Warriors Vs
PT02,Yoshio Martinez,2015,36,PSV,Earth Defense Force 2017 Portable
PT02,Arvo Moore,2018,33,PS3,Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu
PT02,Deward Rodriguez,2015,30,X360,Inversion
PT02,Hughes Williams,2020,23,PSP,Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen
PT02,Tatsuo Williams,2015,37,3DS,Smile PreCure! Let's Go! Marchen World
PT02,Jerald Moore,2020,29,X360,Top Gun: Hard Lock
PT02,Zigmund Miller,2020,39,3DS,JoJo's Bizarre Adventure: All Star Battle
PT02,Gerhardt Martin,2017,20,PSP,I Am In The Movie
PT02,Lynwood Johnson,2020,27,PSP,Steins;Gate: Hiyoku Renri no Darling
PT02,Berlin White,2018,36,PSP,All Kamen Rider: Rider Generation 2
PT02,Merlyn Jackson,2020,43,DS,Jewel Master: Cradle of Persia
PT02,Pershing Davis,2016,40,PSP,Nendoroid Generation
PT02,Hideo White,2019,25,PSV,Pro Yaky? Spirits 2012
PT02,Normand Williams,2018,21,PSP,Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi
PT02,Orvin Jones,2020,27,3DS,Girls RPG: Cinderellife
PT02,Joyce Thomas,2017,31,PSV,Fate/Stay Night [R̩alta Nua]
PT02,Minoru Thomas,2020,26,PC,The Lost Chronicles of Zerzura
PT02,Foch Brown,2016,26,PSV,Atelier Meruru: Alchemist of Arland 3
PT02,Bryce Thompson,2020,27,PSV,Genkai Tokki Monster Monpiece
PT02,Carmel Miller,2020,19,XOne,Killer Instinct (2013)
PT02,Marco Jackson,2019,33,PS3,Steins;Gate: Senkei Kousoku no Phonogram
PT02,Winifred Thompson,2018,42,PSV,Pro Yaky? Spirits 2013
PT02,Edsel Johnson,2017,32,3DS,SpongeBob SquarePants: Plankton's Robotic Revenge
PT02,Quinten Wilson,2015,19,PC,Remember Me
PT02,Kiyoshi Taylor,2017,26,3DS,Toriko: Gourmet Battle!
PT02,Therman Lee,2018,24,WiiU,DuckTales: Remastered
PT02,Kazuo Williams,2017,24,3DS,Metal Max 4: Gekkou no Diva
PT02,Metro White,2018,39,X360,Ride to Hell
PT02,Laddie Garcia,2020,45,PSV,Doki-Doki Universe
PT02,Harding Jones,2015,42,PSP,Gintama no Sugoroku
PT02,Kennith Williams,2017,24,PC,The LEGO Movie Videogame
PT02,Eloy Brown,2019,38,PSV,Bullet Girls
PT02,Daryl Thompson,2020,25,PSV,Samurai Warriors Chronicles 3
PT02,Rayburn Miller,2018,22,PC,Lego Batman 3: Beyond Gotham
PT02,Jon Anderson,2020,37,PSV,Ratchet & Clank Collection
PT02,Dewayne Brown,2020,33,X360,Sherlock Holmes: Crimes & Punishments
PT02,Marcos Davis,2020,24,3DS,Game Center CX: 3-Choume no Arino
PT02,Kevin Brown,2020,21,3DS,The Amazing Spider-Man 2 (2014)
PT02,Harden Anderson,2015,19,3DS,A-Train: City Simulator
PT02,Delton Miller,2019,27,3DS,Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!
PT02,Reynaldo Thomas,2015,40,PS4,Terraria
PT02,Donal Moore,2019,26,PS3,Super Robot Wars OG Saga Masou Kishin F: Coffin of the End
PT02,Toshio Jones,2019,41,3DS,Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!
PT02,Dwayne Martin,2016,45,PSV,The Legend of Heroes VII: The Trail of Blue
PT02,Zane Williams,2017,42,X360,Digimon All-Star Rumble
PT02,Luverne Williams,2016,45,Wii,Disney Planes Fire & Rescue
PT02,Jackie Brown,2020,29,X360,Sacred 3
PT02,Ramiro Taylor,2015,23,PSV,Arcana Heart 3
PT02,Harlen Martinez,2015,23,3DS,Magi: Aratanaru Sekai
PT02,Deane Brown,2016,35,PSV,Mahouka Koukou no Rettousei: Out of Order
PT02,Dwain Jackson,2015,25,3DS,Lord of Magna: Maiden Heaven
PT02,Boris Miller,2016,24,WiiU,The Amazing Spider-Man 2 (2014)
PT02,Dorman Miller,2019,44,PC,Murdered: Soul Suspect
PT02,Coolidge Miller,2020,42,PSV,Chaos Rings III
PT02,Refugio White,2018,43,PS3,Tokyo Twilight Ghost Hunters
PT02,Darold Davis,2019,28,PS4,Nobunaga no Yabou: Souzou
PT02,Donn Jones,2016,36,PS4,Broken Sword 5: The Serpent's Curse
PT02,Faustino Jackson,2017,25,PSV,Rugby 15
PT02,Brian Thompson,2019,45,PS4,Legend of Kay
PT02,Melvyn Williams,2017,40,3DS,Mario vs. Donkey Kong: Tipping Stars
PT02,Esteban Johnson,2015,20,WiiU,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!
PT02,Freddy Jones,2020,32,WiiU,Devil's Third
PT02,Virginia Jackson,2016,22,Wii,Barbie and Her Sisters Puppy Rescue
PT02,Marlyn Davis,2015,36,PS4,Risen 3: Titan Lords
PT02,Ken Miller,2019,32,XOne,BlazBlue: Chrono Phantasma Extend
PT02,Dwaine Davis,2018,42,XOne,Darksiders II
PT02,Gearld Davis,2018,28,PSV,Genkai Tokki: Moero Crystal
PT02,Valentino Anderson,2015,41,PSV,Atelier Sophie: The Alchemist of the Mysterious Book
PT02,Lindy Garcia,2017,20,3DS,Doraemon: Nobita no Uchuu Eiyuuki
PT02,Lindbergh Wilson,2020,28,PS3,Game of Thrones (Telltale)
PT02,Shoji Rodriguez,2016,20,PSV,Yomawari
PT02,Denny Garcia,2019,42,PS4,Romance of the Three Kingdoms 13
PT02,Gonzalo Jackson,2015,33,PS4,Utawarerumono: Itsuwari no Kamen
PT02,Jorge Williams,2020,41,PS4,Rugby World Cup 2015
PT02,Jerrold Rodriguez,2020,39,PS4,Nights of Azure
PT02,Akira Miller,2019,39,PS3,Samurai Warriors 4: Empires
PT02,Maria Williams,2015,33,PS4,MX vs. ATV Supercross Encore
PT02,Hoover Brown,2018,26,PS3,Tony Hawk's Pro Skater 5
PT02,Jerold Lee,2018,21,PS4,Handball 16
PT02,Arlen Garcia,2017,41,PS4,Grand Kingdom
PT02,Ronnie Martinez,2017,32,PS4,Song of the Deep
PT02,Marcelino Martinez,2018,32,PS4,Valentino Rossi: The Game
PT02,Verlyn Jones,2019,38,PS3,Pro Evolution Soccer 2017
PT02,Ismael Davis,2017,27,3DS,Zero Escape: Zero Time Dilemma
PT02,Fidencio Jones,2015,44,PSV,Zero Escape: Zero Time Dilemma
PT02,Dolores Moore,2017,33,PS3,Odin Sphere: Leifthrasir
PT02,Adan Taylor,2017,33,PS4,Destiny: The Collection
PT02,Davey Moore,2015,30,PS3,Attack on Titan (KOEI)
PT02,Derald Miller,2016,32,XOne,TrackMania Turbo
PT02,Barbara Taylor,2019,37,PSV,Summon Night 6: Lost Borders
PT02,Humberto Martinez,2015,27,3DS,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!
PT02,Joan Davis,2015,33,PS3,Super Robot Wars OG: The Moon Dwellers
PT02,Sherwin Davis,2017,28,PS4,Project Setsuna
PT02,Lavon Miller,2015,32,3DS,Sumikko Gurashi: Mura o Tsukurundesu
PT02,Duwayne Davis,2016,39,SNES,Lagoon
PT02,Genaro Brown,2017,39,SNES,Doraemon 2: Nobita no Toizurando Daibouken
PT02,Kenny Thomas,2018,40,GEN,Dynamite Headdy
PT02,Rogelio Wilson,2017,23,SNES,Pachinko Wars II
PT02,Rolf Wilson,2018,25,SNES,Keiba Eight Special
PT02,Arnulfo Rodriguez,2020,38,GEN,Beyond Oasis
PT02,Gerry Davis,2020,36,SCD,Game no Kanzume Vol 2
PT02,Derl Lee,2019,22,SNES,Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu
PT02,Gerold Jones,2018,26,SAT,Golden Axe: The Duel
PT02,Arlan Anderson,2017,21,SCD,Game no Kanzume Vol 1
PT02,Patricia Taylor,2016,29,SNES,Jirou Akagawa: Majotachi no Nemuri
PT02,Dino Martin,2017,34,PS,Hi-Octane: The Track Fights Back!
PT02,Wally Martin,2019,30,PS,Philosoma
PT02,Mervyn Moore,2015,41,SAT,Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield
PT02,Allyn White,2019,38,SNES,Slam Dunk SD Heat Up!!
PT02,Monty Anderson,2016,37,SAT,Baku Baku
PT02,Dickie Brown,2017,37,SNES,Jikkyou Oshaberi Parodius
PT02,Jan Garcia,2019,29,SNES,Super Jinsei Game 2
PT02,Arlis Wilson,2017,32,PS,Johnny Bazookatone
PT02,Kaye White,2017,40,SAT,Kekkon Zenya
PT02,Kenton Anderson,2015,42,SNES,Block Kuzushi
PT02,Sherrill Anderson,2015,28,PS,Zoop
PT02,Darl Martinez,2016,29,PS,Magic Carpet
PT02,Raymundo Garcia,2018,43,PS,Olympic Soccer: Atlanta 1996
PT02,Delano Martin,2017,28,PS,Chronicles of the Sword
PT02,Terrance Jackson,2018,37,PS,SD Gundam: Over Galaxian
PT02,Ronny Lee,2016,35,SAT,Strikers 1945
PT02,Chuck Thomas,2020,32,SNES,J-League '96 Dream Stadium
PT02,Orlin Thompson,2017,37,PS,VR Soccer '96
PT02,Gloria Thompson,2018,42,PS,Crusader: No Remorse
PT02,Darryl Martin,2016,41,SAT,Garou Densetsu 3: Road to the Final Victory
PT02,Marc Davis,2016,22,PS,NHL Powerplay 98
PT02,Sal Taylor,2019,34,PS,Judge Dredd
PT02,Stan Wilson,2020,22,N64,Dual Heroes
PT02,Cordell Garcia,2017,27,N64,Turok: Dinosaur Hunter
PT02,Darvin Martin,2015,19,PS,Wayne Gretzky's 3D Hockey '98
PT02,Derrell Thomas,2019,27,SAT,Shining Force III: Scenario 2
PT02,Jame Lee,2018,20,PS,Bottom of the 9th '99
PT02,Jacky Taylor,2020,37,PS,Tiny Toon Adventures: Toonenstein - Dare to Scare
PT02,Lanny Lee,2018,44,PS,Thunder Force V: Perfect System
PT02,Ron White,2020,25,PS,Bakusou Kyoudai Let's & Go!! Eternal Wings
PT02,Marland Martin,2019,43,N64,Chameleon Twist 2
PT02,Arlyn Anderson,2020,33,PS,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi
PT02,Jerrell Rodriguez,2018,43,PC,StarCraft
PT02,Jeffrey Garcia,2016,28,PS,Silhouette Mirage
PT02,Valentin Williams,2018,34,PS,Romance of the Three Kingdoms VI: Awakening of the Dragon
PT02,Kerry Martinez,2019,43,PS,Fatal Fury: Wild Ambition
PT02,Ferrell Garcia,2017,34,PS,Bass Rise
PT02,Gaylon Taylor,2017,19,PS,Expendable
PT02,Jerrel Wilson,2016,25,N64,NHL Blades of Steel '99
PT02,Darwyn Martinez,2016,38,N64,All Star Tennis 99
PT02,Dwane Wilson,2019,33,N64,Fighter Destiny 2
PT02,Randy Moore,2016,37,PS,Dead in the Water
PT02,Ian Moore,2019,21,DC,NBA 2K
PT02,Delwin Jones,2016,26,PS,Saiyuki: Journey West
PT02,Gustavo Rodriguez,2019,45,PS,Test Drive Le Mans
PT02,Verlon Martinez,2015,45,PS,The Misadventures of Tron Bonne
PT02,Vernell Moore,2020,18,N64,Choro Q 64 2: Hacha Mecha Grand Prix Race
PT02,Delma Rodriguez,2018,30,PS,Arthur! Ready to Race
PT02,Windell Martin,2018,18,DC,The Typing of the Dead
PT02,Kim Rodriguez,2020,44,N64,Blues Brothers 2000
PT02,Errol Taylor,2017,25,N64,Hercules: The Legendary Journeys
PT02,Reggie Lee,2017,20,PS2,BeatMania IIDX 3rd Style
PT02,Geoffrey Lee,2015,31,PS,Power Spike Pro Beach Volleyball
PT02,Mel Thompson,2017,20,PC,The Sims
PT02,Sergio Thomas,2017,32,PS,Black Jack vs. Matsudajun
PT02,Del Thomas,2016,41,GC,NFL Quarterback Club 2002
PT02,Donnell Martin,2020,39,PS2,WTA Tour Tennis
PT02,Tyrone White,2018,25,PS2,Rez
PT02,Sharon Martinez,2018,24,PS,Batman: Gotham City Racer
PT02,Donny Wilson,2015,36,PS,Taiho Shichauzo!
PT02,Doug Anderson,2018,32,PS2,Yanya Caballista: City Skater
PT02,Marilyn Wilson,2020,23,GBA,Puyo Pop
PT02,Carolyn Rodriguez,2018,31,PS2,Stretch Panic
PT02,Delvin Moore,2015,24,PC,Empire Earth
PT02,Janet Anderson,2020,33,PS2,Woody Woodpecker: Escape from Buzz Buzzard Park
PT02,Levon Wilson,2020,40,PS2,BeatMania IIDX 4th Style: New Songs Collection
PT02,Ozell White,2015,35,GBA,Super Bust-A-Move
PT02,Gaylen Thomas,2019,45,PS2,Stunt GP
PT02,Lamont White,2019,30,DC,Capcom vs. SNK: Millennium Fight 2000 Pro
PT02,Tex Thompson,2016,31,GBA,American Bass Challenge
PT02,Lonny Thompson,2017,28,GBA,ESPN Great Outdoor Games Bass 2002
PT02,Autry Anderson,2017,34,PC,Microsoft Train Simulator
PT02,Rondal White,2020,39,PS,Hoshigami: Ruining Blue Earth
PT02,Randal Thompson,2018,36,PS,Time Crisis: Project Titan
PT02,Dion Jackson,2020,20,PS2,Gitaroo Man
PT02,Greg Moore,2015,36,PS2,Rimo-Cocoron
PT02,Sandra Thompson,2015,23,PS,Inspector Gadget: Gadget's Crazy Maze
PT02,Judith Jackson,2020,45,GBA,Worms World Party
PT02,Scotty Davis,2018,29,GBA,Medabots: Metabee
PT02,Ronal Wilson,2017,38,PS2,Bombastic
PT02,Jeffery Taylor,2016,27,PS2,Dual Hearts
PT02,Randell Jackson,2017,32,XB,Sega Soccer Slam
PT02,Joey Taylor,2017,45,GC,Blood Omen 2
PT02,Nicky Rodriguez,2015,32,GBA,FIFA Soccer 2003
PT02,Leonel Lee,2019,31,GBA,Lufia: The Ruins of Lore
PT02,Harlon Anderson,2015,20,PS,Samurai Deeper Kyo
PT02,Lawrance Lee,2015,22,XB,Zapper: One Wicked Cricket!
PT02,Linda Taylor,2019,18,PS2,Bust-A-Bloc
PT02,Barrie Anderson,2020,27,XB,Dragon's Lair 3D: Return to the Lair
PT02,Darnell White,2019,29,GC,Virtua Striker 2002
PT02,Isidro Jackson,2019,19,GC,Disney's PK: Out of the Shadows
PT02,Wilkie Thompson,2019,19,XB,Rally Fusion: Race of Champions
PT02,Rick Jackson,2020,24,PS2,Ferrari F355 Challenge
PT02,Ricky Moore,2019,36,PS2,Shifters
PT02,Donna Thomas,2018,42,PS2,Downforce
PT02,Janice Jackson,2016,42,GC,Disney's Party
PT02,Javier Thomas,2016,45,XB,Phantom Crash
PT02,Wendel Martin,2019,21,GC,Rave Master
PT02,Erik Martin,2016,38,GC,ESPN International Winter Sports 2002
PT02,Lindell Moore,2018,43,GC,Dark Summit
PT02,Judy Anderson,2019,26,GBA,Turbo Turtle Adventure
PT02,Jeffry Thomas,2018,41,GC,Whirl Tour
PT02,Karen Jackson,2018,42,GBA,Pinball Tycoon
PT02,Brendan Thompson,2017,36,GBA,ZooCube
PT02,Darell Taylor,2019,30,GBA,Reign of Fire
PT02,Mcarthur White,2020,28,PS2,Next Generation of Chaos
PT02,Macarthur Thompson,2015,24,GC,2002 FIFA World Cup
PT02,Rickey Thomas,2019,36,GBA,Punch King
PT02,Rod Thompson,2018,21,GBA,V-Rally 3
PT02,Niles Jackson,2020,27,XB,Kakuto Chojin
PT02,Jeremy Wilson,2018,39,XB,Shin Megami Tensei NINE
PT02,Susan White,2018,26,XB,NightCaster II: Equinox
PT02,Walt Martin,2020,36,PC,Mafia
PT02,Lary Garcia,2020,44,GC,Monster Jam: Maximum Destruction
PT02,Jaime Taylor,2018,30,GC,Big Air Freestyle
PT02,Noe Lee,2016,25,XB,Mike Tyson Heavyweight Boxing
PT02,Rocky Rodriguez,2018,18,PS2,World Fantasista
PT02,Derek Moore,2020,41,XB,Speed Kings
PT02,Les Thomas,2020,35,XB,Gladiator: Sword of Vengeance
PT02,Terrill Lee,2016,20,GC,Phantasy Star Online Episode I & II Plus
PT02,Russ Martinez,2020,23,GBA,Wing Commander: Prophecy
PT02,Timmy Lee,2015,23,XB,BlowOut
PT02,Butch Thompson,2018,18,GC,Shaman King: Soul Fight
PT02,Sean Jackson,2015,19,GC,Medabots: Infinity
PT02,Linden Garcia,2019,35,PS2,Sitting Ducks
PT02,Roddy Moore,2015,34,XB,NFL Blitz Pro
PT02,Rickie White,2018,31,XB,Wakeboarding Unleashed Featuring Shaun Murray
PT02,Lenny Jackson,2017,22,XB,Otogi 2: Immortal Warriors
PT02,Rusty Lee,2016,26,GC,Piglet's Big Game
PT02,Dane White,2020,44,XB,IndyCar Series
PT02,Geary Rodriguez,2020,19,GBA,Piglet's Big Game
PT02,Eusebio Martinez,2020,22,GBA,Monster! Bass Fishing
PT02,Garey Lee,2015,39,GBA,FIFA Soccer 2004
PT02,Lucky Martinez,2018,32,GC,Shrek Super Party
PT02,Gerardo Garcia,2020,32,GC,Monster 4x4: Masters of Metal
PT02,Gil Martin,2019,22,GBA,Jim Henson's Muppets in Spy Muppets: License to Croak
PT02,Richie Rodriguez,2018,31,XB,Arx Fatalis
PT02,Carnell Martinez,2018,18,GBA,Dr. Seuss: Green Eggs and Ham
PT02,Chad Garcia,2019,19,GBA,The Lost Vikings
PT02,Hank Jackson,2018,31,GC,Rogue Ops
PT02,Dorian Garcia,2016,35,PC,Freelancer
PT02,Rolando Martinez,2016,34,XB,Alter Echo
PT02,Kip Garcia,2016,43,PC,Need for Speed Underground
PT02,Mikel Rodriguez,2015,23,GBA,Rock 'N Roll Racing
PT02,Jonathon Rodriguez,2017,43,GC,Ribbit King
PT02,Stevan Martinez,2015,26,GC,Summoner: A Goddess Reborn
PT02,Kris Garcia,2017,44,GC,Black & Bruised
PT02,Jody Martinez,2019,45,GC,Super Bubble Pop
PT02,Lyn Rodriguez,2015,38,GBA,Double Dragon Advance
PT02,Zachary Smith,2019,44,XB,Yager
PT02,Brett Rodriguez,2017,37,XB,Futurama
PT02,Patric Garcia,2019,45,GBA,Activision Anthology
PT02,Rory Johnson,2017,30,XB,Carve
PT02,Rand Martinez,2019,24,GBA,Famicom Mini: Dig Dug
PT02,Robby Thomas,2018,43,PS2,Naval Ops: Commander
PT02,Cornel Williams,2015,24,XB,UEFA Euro 2004: Portugal
PT02,Shawn Martin,2017,38,XB,King Arthur
PT02,Skip Rodriguez,2016,37,PS2,The Nightmare of Druaga: Fushigino Dungeon
